search_topic,openlibrary_work_key,title,author_name,first_publish_year,publish_years,subjects,languages,edition_count,publishers,publication_places
artificial intelligence,/works/OL42395843W,Advances in Artificial Intelligence and Electronic Design Technologies,Zahereel Ishwar Abdul Khalib; Thennarasan Sabapathy; Surentiran Padmanathan; Amiza Amir; Ping Jack Soh,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42395940W,Advanced Neural Artificial Intelligent,Anna Esposito; Marcos Faundez-Zanuy; Francesco Carlo Morabito; Eros Pasero; Gennaro Cordasco,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42396037W,Artificial Intelligence Security and Privacy,Fangguo Zhang; Weiwei Lin; Hongyang Yan,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42396068W,Artificial Intelligence Revolutionizing Cancer Care,Suman Kumar Swarnkar; Abhishek Guru; Gurpreet Singh Chhabra; Harshitha Raghavan Devarajan,2025,2025,Internal medicine,eng,1,CRC Press LLC,
artificial intelligence,/works/OL42396087W,Innovation and Development of Knowledge Societies,Nadia Naim; Alhanoof Aldebasi; David Price,2025,2025,"Law, middle east",eng,1,"Routledge, Chapman & Hall, Incorporated",
artificial intelligence,/works/OL42396092W,Advances in Artificial Intelligence Applications,Gavriel Salvendy; Waldemar Karwowski; Vincent Duffy,2025,2025,,eng,3,"Wiley & Sons, Limited, John; Wiley & Sons, Incorporated, John",
artificial intelligence,/works/OL42396470W,Artificial Intelligence for Healthcare,Rishabha Malviya; Shivam Rajput; Mukesh Roy; Irfan Ahmad; Saurabh Srivastava,2025,2025,,eng,3,"de Gruyter GmbH, Walter",
artificial intelligence,/works/OL42396497W,E-Learning and Enhancing Soft Skills,Eugenia Smyrnova-Trybulska; Nian-Shing Chen; Piet Kommers; Nataliia Morze,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42403918W,From Machine Learning to Artificial Intelligence,Abdalmuttaleb M. A. Musleh Al-Sartawi; Manaf Al-Okaily; Anas Ali Al-Qudah; Fadi Shihadeh,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42403978W,Emerging Smart Agricultural Practices Using Artificial Intelligence,Ashish Kumar; Jai Prakash Verma; Rachna Jain,2025,2025,,eng,2,"Wiley & Sons, Incorporated, John; Wiley & Sons, Limited, John",
artificial intelligence,/works/OL42404496W,Science of Influencers and Superspreaders,Hernán A. Makse; Marta Zava,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42404589W,Big Data and Artificial Intelligence for Decision-Making in the Smart Economy,Aziza Karbekova; Ladislav &#381;ák; Ivan Milenkovi&#263;,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42439109W,Can AI Change the Future?,Olivia Watson; Denis Alonso,2025,2025,Science,eng,1,Hungry Tomato Limited,
artificial intelligence,/works/OL42458216W,Generative AI for Beginners,Alex Quant,2025,2025,Computer software; Technology,eng,1,Longli Insight Publishing,
artificial intelligence,/works/OL42539496W,Artificial Intelligence and Foreign Affairs,Mario Torres Jarrín,2025,2025,,eng,3,"Lang AG International Academic Publishers, Peter",
artificial intelligence,/works/OL42539623W,Artificial Intelligence for Military Applications with Blockchain,Gururaj H L; Gowtham M; Ajay A V; Pramod H B,2025,2025,,eng,1,CRC Press LLC,
artificial intelligence,/works/OL42539742W,AI and Language in the Urban Context,Richard Coyne,2025,2025,,eng,2,"Routledge, Chapman & Hall, Incorporated",
artificial intelligence,/works/OL42539846W,Industry Innovation in the Era of Artificial Intelligence,Xiaomei Wang,2025,2025,,eng,2,CRC Press LLC,
artificial intelligence,/works/OL42555858W,Infailible,Chris Hood,2025,2025,Business; Technology,eng,3,CH Publishing,
artificial intelligence,/works/OL42538847W,Demystifying 101 Essential Artificial Intelligence Terms for Everyone,Richard Khan,2025,2025,,eng,2,CRC Press LLC,
artificial intelligence,/works/OL42538854W,Artificial Intelligence Strategies for Early Intervention in Neurodegeneration,Victor Hugo Costa de Albuquerque; Diksha Giri; Ranjit Panigrahi; Samrat Singh Bhandari; Akash Kumar Bhoi,2025,2025,,eng,1,Elsevier Science & Technology,
artificial intelligence,/works/OL42538923W,"Artificial Intelligence, Society and Religion",Karim F. Hirji,2025,2025,,eng,1,Daraja Press,
artificial intelligence,/works/OL42539086W,Navigating Artificial Intelligence Culhb,Warwick JAILLANT,2025,2025,,eng,1,UCL Press,
artificial intelligence,/works/OL42547857W,Cyber-Creativity Process,Giovanni Emanuele Corazza,2025,2025,,eng,1,Palgrave Macmillan,
artificial intelligence,/works/OL42548211W,Artificial Intelligence and Optimizing Techniques for Smart Information System Generations,Aleem Ali; Rajdeep Chakraborty; Nawaf Alharbe,2025,2025,,eng,1,CRC Press LLC,
artificial intelligence,/works/OL42449455W,Differential Privacy in Artificial Intelligence,Ferdinando Fioretto; Pascal Van Hentenryck,2025,2025,,eng,1,Now Publishers,
artificial intelligence,/works/OL42416206W,Artificial Intelligence and Machine Learning Techniques in Engineering and Management,D. Nagesh Kumar; K. Srinivasa Raju,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42460335W,Use of Artificial Intelligence in Digital Transformation,Prakhar Mittal,2025,2025,,eng,1,Arcler Education Inc,
artificial intelligence,/works/OL42399324W,Machine Learning and Principles and Practice of Knowledge Discovery in Databases,Rosa Meo; Fabrizio Silvestri,2025,2025,Image processing; Information theory; Computer-assisted instruction; Artificial intelligence,eng,5,Springer,
artificial intelligence,/works/OL42399704W,Artificial Intelligence for Engineers,Zhen Leo Liu,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42399728W,Artificial Intelligence for Research and Democracy,Wenpeng Yin; Jihyun Janice Ahn; Rui Zhang; Lifu Huang; Rafik Hadfi,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42399961W,Modeling Complex Processes Through Nature-Analogous Methods,Christina Klüver; Jürgen Klüver; Jö Schmidt,2025,2025,,eng,1,Springer Fachmedien Wiesbaden GmbH,
artificial intelligence,/works/OL42400130W,Computing and Emerging Technologies,Muhammad Arif; Arfan Jaffar; Oana Geman,2025,2025,Artificial intelligence,eng,2,Springer,
artificial intelligence,/works/OL42407456W,Double Black Box,Ashley S. Deeks,2025,2025,"Law, united states",eng,1,"Oxford University Press, Incorporated",
artificial intelligence,/works/OL42407901W,Advances in Artificial Intelligence and Machine Learning,Gaurav Raj; Bhuvan Unhelker; Ankur Choudhary,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42407921W,"Artificial Intelligence, Optimization, and Data Sciences in Sports","Maude Josée Blondin; Fister, Iztok, Jr.; Panos M. Pardalos",2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42407928W,Robotics and Artificial Intelligence for Reproductive Medicine,Guanqiao Shan; Yu Sun; Hang Liu; Zhuoran Zhang,2025,2025,,eng,1,Elsevier Science & Technology,
artificial intelligence,/works/OL42408006W,Natural Language Analytics with Generative Large-Language Models,Francisco S. Marcondes; Adelino Gala; Renata Magalhães; Fernando Perez de Britto; Dalila Durães,2025,2025,Artificial intelligence; Computer sound processing; Linguistics,eng,1,Springer,
artificial intelligence,/works/OL42408132W,Artificial Intelligence in Higher Education,Abubaker Qutieshat,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42408244W,Regression in Engineering and the Applied Sciences,Rajan Chattamvelli,2025,2025,Regression analysis; Artificial intelligence,eng,1,Springer,
artificial intelligence,/works/OL42408290W,Microbiology in the Era of Artificial Intelligence,Muhammad Ali Syed; Shahzad Ali; Tanveer Hussain,2025,2025,,eng,3,Taylor & Francis Group,
artificial intelligence,/works/OL42408298W,Artificial Intelligence,Spyros Papadimitriou; Maria Virvou,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42424043W,See Inside Artificial Intelligence,Alex Frith,2025,2025,,eng,1,"Usborne Publishing, Limited",
artificial intelligence,/works/OL42424195W,"Artificial Intelligence, Real Teaching",Joshua M. Paiz; Rachel Toncelli; Ilka Kostka,2025,2025,,eng,1,University of Michigan Press,
artificial intelligence,/works/OL42424450W,Artificial Intelligence in Everyday Life,Haley Williams,2025,2025,,eng,2,"The Child's World, Inc",
artificial intelligence,/works/OL42401790W,Methods and Applications of Artificial Intelligence,Abdelkhalak El Hami,2025,2025,,eng,3,"Wiley & Sons, Incorporated, John",
artificial intelligence,/works/OL42403688W,Artificial Intelligence Technologies for Engineering Applications,G. Sucharitha; Anjanna Matta; M. Srinivas; Sachi Nandan Mohanty,2025,2025,,eng,1,CRC Press LLC,
artificial intelligence,/works/OL42395357W,Generative Artificial Intelligence (AI) Approaches for Industrial Applications,Narasimha Rao Vajjhala; Sanjiban Sekhar Roy; Burak Ta&#351;c&#305;; Muhammad Enamul Hoque Chowdhury,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42395498W,User Experience + Artificial Intelligence,Davide Spallazzo; Martina Sciannamé; Mauro Ceconello,2025,2025,User interfaces (computer systems); Artificial intelligence; Management; Human-computer interaction,eng,1,Springer,
artificial intelligence,/works/OL42395570W,Building Tomorrow,Fulvio Re Cecconi; Ania Khodabakhshian; Luca Rampini,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42438069W,Future Forward,Stephanie Sammartino McPherson,2025,2025,,eng,1,Lerner Publishing Group,
artificial intelligence,/works/OL42413410W,Methods and Applications of Artificial Intelligence,El El Hami,2025,2025,,eng,1,"Wiley & Sons, Incorporated, John",
artificial intelligence,/works/OL42413480W,Designing Artificial Intelligence for Public Policy and Governance in Africa,Gedion Onyango; Geci Karuri-Sebina,2025,2025,,eng,1,Palgrave Macmillan,
artificial intelligence,/works/OL42413603W,Artificial Intelligence and Machine Learning Applications for Sustainable Development,A. J. Singh,2025,2025,Engineering,eng,1,Taylor & Francis Group,
artificial intelligence,/works/OL42413657W,Advances in Artificial Intelligence and Machine Learning,N. R. Shetty; L. M. Patnaik; H. C. Nagaraj; K. R. Venugopal; Sreekanth Rallapalli,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42414932W,Buying AI,Christoph Krönke; Patricia Valcarcel Fernández,2025,2025,,eng,1,"Elgar Publishing Limited, Edward",
artificial intelligence,/works/OL42414966W,Artificial Intelligence of Things for Smarter Eco-Cities,Simon Elias Bibri,2025,2025,Environmental engineering,eng,1,CRC Press LLC,
artificial intelligence,/works/OL42415113W,Transforming Healthcare Sector Through Artificial Intelligence and Environmental Sustainability,Rubee Singh; Wasswa Shafik; David Crowther; Vikas Kumar,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42415202W,"Distributed Computing and Artificial Intelligence, Special Sessions I, 21st International Conference",Rashid Mehmood; Guillermo Hernández; Isabel Praça; Jaroslaw Wikarek; Roussanka Loukanova,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42415268W,Decision Sciences,Angel A. Juan; Javier Faulin; David Lopez-Lopez,2025,2025,Artificial intelligence,eng,2,Springer,
artificial intelligence,/works/OL42415497W,Explainable Artificial Intelligence in the Healthcare Industry,Abhishek Kumar; Ashutosh Kumar Dubey; Chetan Sharma; Prasenjit Das; T. Ananth Kumar,2025,2025,,eng,2,"Wiley & Sons, Limited, John; Wiley & Sons, Incorporated, John",
artificial intelligence,/works/OL42415543W,Advances in Artificial Intelligence - IBERAMIA 2024,Luís Correia; Aiala Rosá; Francisco Garijo,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42423324W,Dangers of Artificial Intelligence,Christa Kelly,2025,2025,,eng,3,"The Child's World, Inc",
artificial intelligence,/works/OL42423483W,Foundations of Artificial Intelligence Agents : Part I,Minh Trinh,2025,2025,Computers; Computer software,eng,2,Rodeo Press,
artificial intelligence,/works/OL42407400W,Optimizing Artificial Intelligence and Emerging Technologies for Sustainable Agriculture,Roheet Bhatnagar; Chandan Kumar Panda; Mahmoud Yasin Shams,2025,2025,,eng,2,"Wiley & Sons, Incorporated, John",
artificial intelligence,/works/OL42441707W,Garon's Artificial Intelligence Law and Regulation in a Nutshell,Jon Garon,2025,2025,,eng,1,West Academic,
artificial intelligence,/works/OL42416299W,"Artificial Intelligence, Counter-Terrorism and the Rule of Law",Arianna Vedaschi; Chiara Graziani,2025,2025,,eng,1,"Elgar Publishing Limited, Edward",
artificial intelligence,/works/OL42416371W,Magical Haskell,Anton Antich,2025,2025,,eng,1,Apress L. P.,
artificial intelligence,/works/OL42416504W,Artificial Intelligence for Power Electronics,Ahteshamul Haque; Azra Malik; Saad Mekhilef,2025,2025,,eng,2,"Wiley & Sons, Incorporated, John",
artificial intelligence,/works/OL42528744W,Authorship with Artificial Intelligence,Mehmet Kağan Karlı,2025,2025,,,1,Mehmet Kağan Karlı,
artificial intelligence,/works/OL42537725W,Explainable Artificial Intelligence in Medical Imaging,Amjad Rehman Khan; Tanzila Saba,2025,2025,,eng,2,CRC Press LLC,
artificial intelligence,/works/OL42537762W,Human Resource Management and Artificial Intelligence,Vidhi Agrawal,2025,2025,,eng,1,"Routledge, Chapman & Hall, Incorporated",
artificial intelligence,/works/OL42537817W,Applied Artificial Intelligence and Machine Learning Techniques for Engineering Applications,Ravichander Janapati; Usha Desai; Steven L. Fernandes; Rakesh SenGupta; Shubham Tayal,2025,2025,,eng,1,CRC Press LLC,
artificial intelligence,/works/OL42537875W,Cultural Technologies,Yuji Sone; Richard Savery,2025,2025,,eng,2,"Routledge, Chapman & Hall, Incorporated",
artificial intelligence,/works/OL42537894W,Aiot,Arun Sekar Rajasekaran; Fadi Al-Turjman; Suganyadevi S,2025,2025,,eng,2,CRC Press LLC,
artificial intelligence,/works/OL42538216W,University and the Algorithmic Gaze,Lesley Gourlay,2025,2025,"Education; Algorithms; Artificial intelligence; Educational applications; Blended learning; Compliance auditing; Data analysis: general; Higher & further education, tertiary education; Sociolinguistics; Education, higher",eng,1,Bloomsbury Publishing Plc,
artificial intelligence,/works/OL42425837W,Artificial Intelligence,Ashley Kuehl,2025,2025,Artificial intelligence; Nonfiction,eng,1,"Bearport Publishing Company, Incorporated",
artificial intelligence,/works/OL42401937W,Artificial Intelligence in Material Science,Mohamed Arezki Mellal,2025,2025,Engineering,eng,1,Taylor & Francis Group,
artificial intelligence,/works/OL42418698W,"Cryptocurrency and Digital Asset Fraud Casebook, Volume III",Jason Scharfman,2025,2025,,eng,1,Palgrave Macmillan,
artificial intelligence,/works/OL42401972W,Artificial Intelligence and Its Applications,Anish Gupta; Michael Hinchey; Zeev Zalevsky,2025,2025,,eng,2,Springer,
artificial intelligence,/works/OL42402199W,Artificial Intelligence in Healthcare Information Systems - Security and Privacy Challenges,Narasimha Rao Vajjhala; Edlira Martiri; Fisnik Dalipi; Bian Yang,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42437240W,Data-Driven Analytics for Healthcare,Meghna Sharma; Priyanka Vashisht; A. V. Senthil Kumar; Chitra Singh; Abdelmalek Amine,2025,2025,Public health,eng,1,"Apple Academic Press, Incorporated",
artificial intelligence,/works/OL42437378W,What Is Artificial Intelligence? (a True Book: Our Digital World),Jessica Cohn,2025,2025,,eng,2,Scholastic Library Publishing,
artificial intelligence,/works/OL42411322W,Big Data and Internet of Things,Oussama Mahboub; Khalid Haddouch; Hicham Omara; Mostafa Hefnawi,2025,2025,Engineering; Artificial intelligence,eng,1,Springer,
artificial intelligence,/works/OL42427701W,Benefits of Artificial Intelligence,Christa Kelly,2025,2025,,eng,2,"The Child's World, Inc",
artificial intelligence,/works/OL42419243W,MATLAB Roadmap to Applications,Yi Chen; Long Huang,2025,2025,Electric engineering; Engineering; Artificial intelligence,eng,1,Springer,
artificial intelligence,/works/OL42419309W,FinTech Revolution,Sucharita Gopal; Josh Pitts,2025,2025,Artificial intelligence,eng,1,Springer,
artificial intelligence,/works/OL42419658W,Recent Trends of AI Technologies and Virtual Reality,Kazumi Nakamatsu; Roumiana Kountcheva; Srikanta Patnaik,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42420051W,Energy Conversion Systems-Based Artificial Intelligence,Mahmoud A. Mossa; Najib El Ouanjli; Mariya Ouaissa; Mariyam Ouaissa; Rajesh Kumar Dhanaraj,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42420091W,Artificial Intelligence-Enabled Security for Healthcare Systems,Sunil Gupta; Monit Kapoor; Sanjoy Debnath,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42403152W,Participatory Artificial Intelligence in Public Social Services,Petra Ahrweiler,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42403272W,Math Optimization for Artificial Intelligence,Umesh Kumar Lilhore; Vishal Dutt; T. Ananth Kumar; Martin Margala; Kaamran Raahemifar,2025,2025,,eng,3,"de Gruyter GmbH, Walter",
artificial intelligence,/works/OL42409531W,Artificial Intelligence Methods in Railway Infrastructure Systems,Diogo Ribeiro; Araliya Mosleh; Andreia Meixedo; Abdollah Malekjafarian; Ramin Ghiasi,2025,2025,,eng,1,Elsevier Science & Technology,
artificial intelligence,/works/OL42409751W,Using Artificial Intelligence (AI) to Minimize Errors in Business Enterprise Management,Helmut Becker,2025,2025,,eng,1,Springer Fachmedien Wiesbaden GmbH,
artificial intelligence,/works/OL42409974W,Artificial Intelligence in Catalysis,Valentine P. Ananikov; Mikhail V. Polynski,2025,2025,,eng,4,"Wiley & Sons, Limited, John; Wiley & Sons, Incorporated, John",
artificial intelligence,/works/OL42401153W,Proceedings of International Conference on Artificial Intelligence and Networks,Bal Virdee; Sérgio Duarte Correia; Punam Bedi; Abhishek Swaroop,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42401480W,Artificial Intelligence for Healthcare Applications,Anoop V.S; Suhasini Verma; Usharani Hareesh Govindarajan,2025,2025,,eng,3,Taylor & Francis Group,
artificial intelligence,/works/OL42393157W,Artificial Intelligence for Next-Generation Smart Wearable Systems,Vandana Sharma; Rajesh Kumar Dhanaraj; Vani Rajasekar; Munish Sabharwal; S. Manimurugan,2025,2025,,eng,2,"Wiley & Sons, Incorporated, John",
artificial intelligence,/works/OL42412116W,"Artificial Intelligence, Sustainable Technologies, and Business Innovation",Abdalmuttaleb M. A. Musleh Al-Sartawi; Hasan Ghura,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42412224W,Artificial Intelligence (AI) in Social Research,Prokopis A. Christou,2025,2025,Sociology,eng,1,CABI,
artificial intelligence,/works/OL42412338W,"Reasoning Web. Declarative Artificial Intelligence : Knowledge, Rules, Logic",Marco Console; Boris Konev,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42412522W,Navigating Data Science,Babita Singla; Kumar Shalender; Nripendra Singh,2025,2025,,eng,2,Emerald Publishing Limited,
artificial intelligence,/works/OL42412549W,AIxIA 2024 - Advances in Artificial Intelligence,Alessandro Artale; Istituto di Scienze e Tecnologie; Marco Montali; Gabriella Cortellessa,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42412812W,"Human Agency, Artificial Intelligence, and the Attention Economy",Leslie Paul Thiele,2025,2025,,eng,1,Palgrave Macmillan,
artificial intelligence,/works/OL42464463W,Transcend,Faisal Hoque,2025,2025,Artificial intelligence; Technological innovations; Humanity,eng,1,Post Hill Press,
artificial intelligence,/works/OL42413333W,Artificial Intelligence for Strategic Communication,Karen E. Sutherland,2025,2025,,eng,1,Palgrave Macmillan,
artificial intelligence,/works/OL42413471W,Artificial Intelligence for Blockchain and Cybersecurity Powered IoT Applications,Mariya Ouaissa,2025,2025,,eng,1,Taylor & Francis Group,
artificial intelligence,/works/OL42404459W,Nonprofit AI,Nathan Chappell; Scott Rosenkrans,2025,2025,,eng,3,"Wiley & Sons, Incorporated, John; Wiley & Sons, Limited, John",
artificial intelligence,/works/OL42429750W,Handbook of Artificial Intelligence and Data Sciences for Routing Problems,Carlos A. S. Oliveira; Miltiades P. Pardalos,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42396536W,Metacognitive Artificial Intelligence,Paulo Shakarian; Hua Wei,2025,2025,,eng,2,Cambridge University Press,
artificial intelligence,/works/OL42396807W,Artificial Intelligence Innovations for Biomedical Engineering and Healthcare,Alma Y Alanis; Eduardo Mendez-Palos; Oscar D. Sanchez; Rosa del Sagrario Garcia Magaña,2025,2025,,eng,1,Elsevier Science & Technology,
artificial intelligence,/works/OL42397006W,Healthcare Applications of Neuro-Symbolic Artificial Intelligence,Boris Galitsky,2025,2025,,eng,1,Elsevier Science & Technology,
artificial intelligence,/works/OL42397047W,Economics of Artificial Intelligence,Imad A. Moosa,2025,2025,,eng,1,"Elgar Publishing Limited, Edward",
artificial intelligence,/works/OL42397079W,Contemporary Debates in the Ethics of Artificial Intelligence,Sven Nyholm; Atoosa Kasirzadeh; John Zerilli,2025,2025,,eng,2,"Wiley & Sons, Limited, John; Wiley & Sons, Incorporated, John",
artificial intelligence,/works/OL42397273W,Living with the Genie - Artificial Intelligence in Content Creation for Small Businesses in Trade,International T. United Nations,2025,2025,,eng,1,"Wiley & Sons, Limited, John",
artificial intelligence,/works/OL42397350W,The Design of Human-Centered Artificial Intelligence for the Workplace,Constantinos K. Coursaris; Joerg Beringer; Pierre-Majorique Léger; Burak Öz,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42404781W,Emotional Data Applications and Regulation of Artificial Intelligence in Society,Rosa Ballardini; Rob van den Hoven van Genderen; Sari Järvinen,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42404813W,Artificial Intelligence for Power Electronics,Haque,2025,2025,,eng,1,"Wiley & Sons, Limited, John",
artificial intelligence,/works/OL42400251W,Sustaining the Rule of Law,Kai Jacob; Dierk Schindler; Roger Strathausen; Bernhard Waltl,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42400408W,Explainable and Responsible Artificial Intelligence in Healthcare,Rishabha Malviya; Sonali Sundram,2025,2025,,eng,2,"Wiley & Sons, Incorporated, John; Wiley & Sons, Limited, John",
artificial intelligence,/works/OL42400912W,Artificial Intelligence Empowered Smart Energy Systems,Qiang Yang; Gang Huang,2025,2025,,eng,3,"Wiley & Sons, Incorporated, John",
artificial intelligence,/works/OL42400939W,Regulatory Competition in the Digital Economy,Michael Denga; Lars Hornuf,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42400974W,"Data Protection, Privacy and Artificial Intelligence, Volume 17",Eleni Kosta; Dara Hallinan; Paul De Hert; Suzanne Nusselder,2025,2025,,eng,1,Bloomsbury Publishing Plc,
artificial intelligence,/works/OL43889092W,Echoes of Fracture,,2025,2025,"Fiction, science fiction, general; Artificial intelligence; Neuropsychology; Fiction, neurodiversity; neurodivergence",eng,1,Evolving Digital voice,
artificial intelligence,/works/OL43926037W,Sociedade Patriarcal De Gilberto Freyre E A Inteligencia Artificial Na Sociedade 4.0,Victor Habib Lantyer,2025,2025,Artificial intelligence; Casa-Museu de Gilberto Freyre; Law and legislation,,1,Editora Navida,
artificial intelligence,/works/OL43928263W,La manzana de Turing,José Ramón Jouve Martín,2025,2025,Inteligencia artificial; Artificial intelligence,spa,1,Kairós,
artificial intelligence,/works/OL43690745W,Junior Gods Squadron,L. Eclaire,2025,2025,Space and time; Military; Artificial intelligence; SciFi; Space Battle,eng,1,Aethon Books,
artificial intelligence,/works/OL43690779W,Fractal Contact,L. Eclaire,2025,2025,Space and time; Space Battle; SciFi; Artificial intelligence; Military,eng,1,Aethon Books,
artificial intelligence,/works/OL42858940W,Neoulmini,,2025,2025,universal language; interspecies communication; xenolinguistics; artificial intelligence; minimalist language; semiotics; cognitive psychology; intertemporal communication; post-apocalypse; alien contact; symbolic language; NEOULMINI; linguistic experiment; future archaeology; radio signals; message to extraterrestrial civilizations; grammar of a mini-language; iconic symbols; cognitive universals,eng,1,Self-publishing,
artificial intelligence,/works/OL42573327W,"Introduction to AI Safety, Ethics, and Society",Dan Hendrycks,2025,2025,Artificial intelligence; Nonfiction; Deep learning; machine learning; black swans; tail events; AI strategy; Ethics,eng,1,CRC Press,
artificial intelligence,/works/OL44385311W,Warlock of the Magus World 1,The Plagiarist,2025,2025,,,1,The Plagiarist,
artificial intelligence,/works/OL44400490W,Games for Gravitas,Shreekant W Shiralkar,2025,2025,Hybrid Intelligence; Future of Work; Artificial Intelligence; Game-based-approach; Experiential learning,,1,Independent Publication,
artificial intelligence,/works/OL44270251W,Rewiring Democracy,Bruce Schneier; Nathan E. Sanders,2025,2025,Political Science; Political Ideologies; Democracy; Technology & Engineering; Computers; Artificial Intelligence,,1,MIT Press,
artificial intelligence,/works/OL44421619W,Metaphysical Dialogue with AI,Stefano Dorian Franco,2025,2025,Artificial intelligence; Intelligence artificielle; AGI; FTA; Mathematical and Computational Physics Theoretical; Philosophy; Ontology; Ontology (metaphysics); Semantics (Philosophy); AI; Stefano Dorian Franco,fre; lat; ita; eng,1,Studio SFB creation multimedia,
artificial intelligence,/works/OL42405173W,Artificial Intelligence All-In-One for Dummies,Chris Minnick; John Paul Mueller; Luca Massaron; Stephanie Diamond; Pam Baker,2025,2025,,eng,3,"Wiley & Sons, Incorporated, John; Wiley & Sons, Limited, John",
artificial intelligence,/works/OL44218882W,Immersion,,2025,2025,Artificial intelligence; dystopian; thriller; fiction; fantasy,,1,Amazon Direct Publishing,Washington (D.C.); Michigan Territory
artificial intelligence,/works/OL44229384W,Forging the Beast of Bay Area,,2025,2025,Business; Autobiography; Memoir; Entrepreneurship; Artificial Intelligence; AI; Generative AI; Technology; Finance; FinTech; Startups; Amazon Web Services; AWS; Venture Capital; Leadership; Strategy; Financial Wellness,eng,1,Cent Capital Global Inc.,Bay Area; Silicon Valley; Seattle; New York City; Brooklyn; Queens
artificial intelligence,/works/OL44186497W,Reshuffle,Sangeet Paul Choudary,2025,2025,AI; Artificial intelligence,,1,Independently Published,
artificial intelligence,/works/OL44048041W,AI-Assisted Medical Diagnostics,Milan Toma,2025,2025,Artificial Intelligence; Machine Learning; Medical Diagnostics; Healthcare Delivery; Clinical Integration; Diagnostic Accuracy; Personalized Medicine; Hospital Operations; Data Privacy; Regulatory Challenges; Algorithmic Bias; Model Evaluation; Validation Frameworks; Performance Metrics; Learning Curves; Confusion Matrix; External Testing; Image Classification; Feature Selection; Data Leakage; Case Studies; Model Monitoring; Composite Utility Metrics; Clinical Governance; Continuous Learning,,1,Dawning Research Press,
artificial intelligence,/works/OL44014881W,Strategie di prompting.,Giuseppe Levi,2025,2025,Prompting (LLM); Large Language Models; Artificial intelligence; Applications of Computing; Education,ita,1,CLUEB,
artificial intelligence,/works/OL42398370W,AI Shepherds and Electric Sheep,Sean O'Callaghan - undifferentiated; Paul A. Hoffman; Trevor Sutton,2025,2025,"Theology, practical",eng,2,Baker Publishing Group; Baker Academic,
artificial intelligence,/works/OL44298667W,Education 5.0,"Dr. Emmanuel Ande Ivorgba, Prof. (Dr.) Lubhawani Tripathi, Dr. Pranay Pandey, Dr. Ifra Aman",2025,2025,,,1,INFINITY PUBLICATIONS UK,
artificial intelligence,/works/OL44308220W,Unknowable Minds,Mark Bailey ,2025,2025,Artificial intelligence; Ethics; philosophy,,1,Imprint Achedemic,
artificial intelligence,/works/OL44368253W,Künstliche Intelligenz und der neue Faschismus,Rainer Mühlhoff,2025,2025,Artificial intelligence; Fascism; Silicon Valley; OpenAI; Libertarism; Dark Enlightenment; Manosphere; Alt-right; Effective altruism; TESCREAL; Transhumanism; Extropianism; Singularitarianism; Longtermism; Artificial General Intelligence; Ethics; Philosophy; Billionaires,ger,1,Reclam-Verlag,Silicon Valley (California)
artificial intelligence,/works/OL44473435W,The Future of Interior Design,Nader Soubra,2025,2025,Interior Design - General; Interior decoration; Interior architecture; Interior design; 3d computer graphics; Artificial intelligence,,1,NAD Publishing,
artificial intelligence,/works/OL44866186W,Climate Change in the Age of Artificial Intelligence,Alexandru Balasecu,2025,2025,,eng,1,Springer,
